id,category,X1,X2,X3,X4,X5,target
22,1,7.396714299686689,6.84357462253058,10.922371664238671,10.527353357523012,6.248708833143283,79.53387978425148
23,2,7.758102017353739,7.510447402995296,9.398705927643755,9.036609356289306,5.3699023755308115,-52.310849484864676
24,2,6.9196061389176355,7.833899921614904,8.932315310281439,9.855008385384457,5.497112189477611,-21.794666104592686
25,3,8.093033570486739,9.462817645934875,9.456451804867944,10.095597063923647,5.066645753582236,64.34036758693757
26,2,5.848164629113673,8.168431667165338,9.94901774569964,10.318279039511994,5.135338150372794,-48.89437883493739
27,1,7.192123811196832,8.649031981137464,9.183817391327127,9.519073696695044,5.886460981820155,-22.613697175053936
28,4,6.93861606324617,6.259043287303539,10.411094498886722,9.974406559500117,6.407153255657338,4.659723681129601
29,1,7.026107376015433,8.664078536677065,9.728494131435896,11.19686547128589,6.671232369652174,138.34792941761904
30,4,7.5318081449112375,6.923558634204528,9.446681257281439,8.822245940410268,5.753778695438844,-77.83082643990261
31,5,6.223412088900894,10.197883398014296,9.477667525884403,8.958428648540115,3.949824193692765,-168.90852885743428
32,4,6.059549625172075,6.976597867670116,9.716292049367393,11.143262048500317,7.018969428398364,78.32011603293988
33,2,7.671273569639986,7.168553403977473,8.6826689651592,10.863568933718385,4.599020323305217,85.81604829448266
34,3,7.949363749729875,8.834563061535425,9.159624566211555,8.61762029758442,5.065038251899399,-79.7385909900999
35,4,6.479064589909657,7.804010212377606,8.792431646209863,10.291989300462674,6.499497716566187,17.148597517054323
36,5,6.7921655796430604,9.544529099674472,6.744965733443715,10.137756036680758,5.6856368155150285,9.63729323714171
37,5,8.448222798202675,9.494976711315077,9.3661456105726,8.92638884335181,5.2611601715710155,-15.38034713867383
38,3,7.280623226621966,8.164717660563007,8.405421070082584,8.98418426279139,4.63053715513308,-99.4458148133148
39,4,7.450082625852754,8.791811525484182,7.568584219289641,12.642761371540882,5.818231310850207,271.80667945457355
40,2,4.05859936141885,8.09710038518114,9.948875864086505,11.181023750631882,5.925289061270602,-54.21306521584704
41,1,7.838536155487519,6.451892551279387,9.68520073034271,11.201834068689648,6.57427572281,171.52422233999025
42,5,8.422725595373382,7.622767035319022,9.668437052421673,9.486964224788922,6.783159502135614,62.15454935519154
43,3,6.511211969596615,7.75381697297464,8.21054787542817,11.06675122081598,5.300627953503062,58.323505367203616
44,2,7.879993283496308,7.722858866552604,7.752536569562832,12.571071722523872,5.43608950098739,274.73649122546936
45,2,6.278663238378395,9.885292784816539,9.920423478955453,10.107127082366738,4.728044055140982,-44.84379321032904
46,2,8.2968842114678,9.848844389502846,9.533881363901227,9.801618339855969,6.044414637601464,76.02540948971286
47,2,7.118242828645086,7.9621831524891435,8.9132014332652,9.796569205648721,5.847539655766471,-6.406563071818157
48,5,8.229668528303739,8.302714104374344,9.49422955750242,10.206092482887609,6.831526123363164,120.2567213970672
49,1,6.430966205371166,7.821448247347599,8.414903720745944,10.8293074664232,5.447535079161413,36.399268344129894
50,2,7.870101310484138,8.000819448105592,9.28451988746693,7.908770184162603,6.285646521908839,-121.73203383255998
51,3,7.630848206061643,7.077452590022552,8.758691593204336,9.866120588754045,7.115863339058758,56.550895081417266
52,1,7.037134073182276,7.449327443929208,9.531334023162648,10.004497073276596,5.871026223462261,5.644838021120925
53,1,8.28587295366143,7.464850691237147,10.298814369557698,10.1909658989294,6.723220128134295,115.1251440550998
54,3,8.493617662060318,8.124117900130388,8.410905516051491,10.28232024002397,6.525344728268186,133.71756325455263
55,4,5.786563477460666,6.983088484284382,9.588759347865103,10.049563767932383,5.962425351490163,-61.96441658362297
56,3,5.71307184466635,8.152917712688826,8.509100749355488,10.770728276931397,5.210272996627512,-14.189879754253752
57,3,7.225537405574756,9.12439364799987,8.890796029370202,11.011805587306485,7.492930009085806,155.90550022286675
58,2,6.7331523515685205,7.695098873150925,7.996236340286586,10.76420316732215,6.140358951658046,64.38242038937753
59,3,7.100241324119614,7.002442146796179,8.282267994162272,9.817949792510728,5.5866285954397785,-16.84630628081987
60,5,6.557929525946886,7.537130559266411,9.05283433567079,9.795064134417776,6.873989922457736,-15.046581685159522
61,4,7.194835404116168,7.949446228446002,9.64370778639733,10.073443185804608,6.280646024951955,33.4855007896299
62,5,6.063396529247262,8.389494946391267,9.83128743056634,10.570804327652557,4.949718964966608,-17.385556511101644
63,4,7.771127033617316,9.222048719776668,9.193183512183769,11.281898761882097,4.8942266353796215,146.6902096860646
64,1,7.489720124201179,8.827261808645341,8.502526763784164,10.88712166071773,7.063843901181089,147.63035800922063
65,3,6.92635806143434,6.84788155547531,8.972537122555341,9.536809455896941,7.859306179380457,3.9744108501980295
66,4,6.141925849067795,9.150198731476738,10.75989409840252,11.617058969629817,4.091261135072624,63.30678797735517
67,1,5.6689286450829535,8.91885616978468,10.516898626584522,9.620237489104362,7.038892761551778,-70.45176962520233
68,5,6.054427350689717,6.444932419701376,12.098900135063886,10.876788723430854,7.448789332392196,62.29204891505884
69,5,8.039269494226987,9.768759194573711,8.513794345744328,10.494557860166426,5.599812459260078,111.81240761773672
70,2,8.277852927826125,6.843877090361133,9.198200860028264,9.13916659096886,7.243662003858361,30.172489074577356
71,2,6.623389540168762,6.553747182363323,8.690972648146577,9.611374677430112,5.836184807572426,-58.62935332231498
72,4,8.015657617982543,7.523823880588306,10.07447013590464,9.802927155453654,6.281530452752814,54.18648105659826
73,1,7.539956630965671,8.164109047106537,8.643441093823885,10.2261702820061,7.022010228615669,86.86611848505194
74,4,8.335001041251962,7.54903285066591,8.392186892874273,9.025420134952858,5.992176629569177,-4.568420199703851
75,5,7.450591748165941,8.742671093985761,10.499764224366148,9.608408024790764,6.7505641494278565,22.338771042601017
76,5,7.1790891817261535,7.26085802091557,9.344333015150083,8.630444759916902,6.181869854244104,-102.67000576402376
77,5,7.717005320826747,9.115376464469932,9.239300396749474,10.66639738044891,6.545995220865797,129.46694011791212
78,1,6.187425550402627,8.357767046798267,9.316323902200951,9.986829971208943,4.951644822160699,-62.830976542654426
79,1,5.5546690086041615,6.881486490223368,7.301180848267665,9.287008590127963,5.843672041066112,-147.08790752446907
80,3,6.0156136055515725,8.403913838732237,8.628258021496382,9.070148083596584,7.030114401044912,-102.90698544658103
81,3,7.0204171208223105,8.309728612425534,10.771594367803297,9.406543828066932,5.555111956705446,-52.53544690901161
82,3,6.870603691658745,6.243472954441428,8.472251332047696,9.689884896368397,7.09869817386161,-7.460350012372251
83,2,8.950022834477434,6.777101829482802,7.581714417672009,10.714169770381002,7.069098108422592,205.38757761881575
84,4,7.289850678739117,7.751326081157904,9.07417529805853,9.931174582399212,6.646734837777676,34.5239764488139
85,1,6.993920393960752,10.931700272038979,8.530361640340725,10.474116066461903,4.6946422190940345,33.53116049800642
86,5,6.444355393217767,6.904180034947513,5.795854600740531,10.834679296771291,6.198904145161836,51.981095805544776
87,4,7.323499882466284,7.145637447077151,8.970135900786275,10.989633063571176,6.088524764057647,114.35666083023139
88,2,7.145624600995292,6.8586527897016785,8.078461922536405,9.951046426924075,5.485725774488953,-5.567942658084774
89,3,8.142232725194074,8.5819944238415,7.9837316523949635,11.011056492516744,3.9770986371128223,117.69424388527264
90,1,6.652984426333514,7.507308198137037,8.600830484037465,12.603420122563374,6.0710252812962,222.2465075245783
91,3,6.275442843384366,9.252551303755213,8.4837903392572,11.02391115233281,4.683832929609946,33.02154249825514
92,4,9.027826768621292,8.161504357071776,7.607558338833955,9.724007462398596,5.152027320268424,79.94676575004657
93,5,6.445613975784183,7.682166551401192,8.991820468865036,10.528048786424318,6.407233085145497,33.52429406553303
94,2,7.878818527505956,9.979114031516877,9.558314744144983,8.573018352747997,5.756910972915252,-64.9734501327386
95,5,6.579364032102096,7.543026136039328,9.757170805273333,12.022351224361822,6.929769093020336,187.55479483166025
96,4,6.352336750337726,7.421983015642286,8.255706459201324,9.191916972195223,4.482319266763426,-141.42726831078016
97,1,5.673536663312822,8.685436198706352,9.53966645148462,9.428178028240884,6.254354987332138,-108.11134225489835
98,5,7.5290108631591455,8.236699337723683,10.88272471022955,9.78975200669507,6.343384173576173,30.35714124746871
99,5,8.15253319974032,7.827972138928506,9.800918263229173,8.80052368632113,6.209589323350975,-28.571003862177086
100,3,7.236497196456137,6.818791484320094,8.39669795632821,10.076381354738002,6.377449826610749,32.933108956552786
101,3,5.927611892146825,7.339035051476998,8.308976784030223,10.160522272727839,5.939560769073705,-42.464791642286826
102,2,6.394694159010056,6.405483061563824,9.073352593022607,9.16485001317023,5.197536816302856,-128.77282359258652
103,5,6.044426356923125,7.837602121612097,7.963734865515666,9.540592705676067,5.441319424743931,-101.44717764029036
104,4,9.045098164377558,8.281977368438877,8.240905032627444,9.852532356274535,5.945620648642095,112.9126893073166
105,4,7.802222416112415,6.571052687160986,8.491863173213789,8.854258127453063,8.298309524537212,2.2844669543158993
106,1,5.846845434706105,8.447525286239054,10.268012474966868,9.890982306057756,5.532772677574375,-76.11536713445409
107,2,6.130726018697516,9.828491690704112,7.353476953924298,9.7688247056177,6.08507026753652,-49.88959568182371
108,5,4.810819264770201,7.561415091382306,9.68888008099915,10.204599062661663,5.1361057148117135,-121.36862659975277
109,4,5.875493602477062,7.633963792047918,9.832256379209367,10.896476942326364,5.879555243347239,20.474008283935202
110,2,7.690058240007843,7.812378904137395,7.54988611862463,9.127075879667812,7.814380266766374,14.614677715662896
111,1,5.410539953462664,7.543392020741346,9.489133585102273,10.229370791314269,6.196694755536787,-58.39594687811019
112,4,5.975472874236762,7.837142578400651,8.250442114488298,8.847515369794912,6.8691644119200514,-131.97525606772223
113,4,8.795245142807373,6.7747004963174895,9.384112107376914,9.346489070508776,4.499441473487803,9.258645419989598
114,5,8.507080667997355,8.477291307748086,8.663689225246182,7.648646958276355,7.04917084137146,-87.28540403007177
115,2,6.252087813784083,8.550872394397768,8.917827872127933,10.333999636121048,5.580465890141591,-11.269543073011802
116,1,7.820208319157722,7.344523435040286,7.890195696074823,9.131502068843002,6.156475594240644,-21.47676382181559
117,1,6.726502807234569,8.935345319085181,7.02660991149914,9.556195000133078,5.983998621384044,-41.94989508257847
118,5,7.862304151076509,8.445652129973796,9.954145156343243,11.020993676345187,4.3847500654836855,111.92187459510804
119,2,6.384613635266201,8.166150044940688,8.902665812954394,11.419147814327959,5.902378677587019,99.83639604261904
120,1,7.40174636000429,9.41424141312849,10.90540821025335,8.685036610904161,6.550633923669152,-65.06891752648141
121,4,7.670879779932239,7.717237774491158,8.575931023861841,10.642465848656958,7.830348010924188,149.7553175110184
122,3,8.030935919794496,9.168698461392095,9.214033065168262,9.516248246221565,6.609367924660209,45.77921111481617
123,5,7.018419367820896,8.753316048984972,8.671449359493856,9.835653804457525,4.394371524628364,-40.92047775566913
124,2,6.91484647225722,8.543988222826775,8.729521543515355,10.824597696109253,5.091649951565024,58.471881164037114
125,3,8.719129922332561,9.507010241718987,8.4594225986385,9.249823251527346,5.328384733557125,30.760963519192668
126,4,7.544932418190177,9.179058218929676,9.86904982879357,9.169759030132766,4.67567063121171,-61.68806227243467
127,4,8.589133807029771,6.433808030635081,8.402572542959039,10.99813078072678,7.165416949154809,210.9026354735645
128,4,8.937013680533443,8.035117850808271,8.277051768224771,9.834375923003483,5.526553848802484,93.20900516150203
129,1,6.7569136045705305,7.509859969942786,8.003318406707107,10.97536402358365,3.3754086822004425,14.555929621472073
130,3,6.467404703241814,6.5258697339372,10.909231375739378,10.381019095974997,5.394636924080137,-9.669713886489513
131,3,8.404321258884679,7.7275085786145805,9.71057936183878,9.988735985503592,5.014821074384383,62.33515982875895
132,3,7.792452440323288,7.537888548277317,7.975748768086773,10.14481324666201,4.482714692481706,27.090023725050433
133,1,6.989502215660243,8.088602984403853,10.188633437752648,10.71449474359775,4.36753053898214,32.281520739874594
134,5,7.015767723904782,8.579866062185454,8.027230239675527,10.720117813762124,5.825776640860403,73.37557413058053
135,2,8.055867275309417,8.872480202347868,9.584794398486961,11.782025871861194,6.4015743815977295,243.88080858522298
136,3,5.405764545437493,6.894149829215034,8.537636501684068,10.042632051791953,6.688035360723672,-66.60202970567845
137,3,6.410714696737516,7.505443663726691,8.620763373635654,10.727158165628044,9.159132068923778,117.06684216024088
138,1,6.220595419706668,6.696591803374919,8.262151648386707,10.330684006086713,6.093279506163539,-9.856825230554774
139,5,6.638401092763651,7.8734107113387966,9.20468637265917,12.61806455228634,5.617310251575455,213.40543775192154
140,5,9.353991180543552,7.492997513969217,8.323233839039919,9.434205582808184,6.6885462458867275,107.75028675157081
141,3,5.866607803393128,7.043731949790275,9.154143504164335,9.286073790925096,6.440944492020392,-113.59948222328636
142,5,6.8279163304422275,8.401607930271142,8.77801244004007,11.195157721556681,5.475288848691253,95.63738614065866
143,5,6.4159748567025465,7.823239075786889,8.307080584030635,10.38980521635777,6.433945444064082,20.874923929728123
144,4,7.276528089731106,8.603820013767052,9.542177453460829,9.71575087911368,5.464695328884267,-10.915731485804017
145,4,7.985499130191628,8.96364221068367,9.080254689152367,10.343962569422215,6.6505788113595425,117.62130871207661
146,5,7.080870656339577,7.816265341071704,10.116589352394147,10.07183853551668,5.4332351892014135,5.107615027850364
147,5,5.56315376648201,9.420709258809435,9.334816480680688,8.79231480714727,4.370355491694175,-215.11638635087075
148,4,7.993039031275164,8.985637159860689,8.574200341069696,11.188069478322223,7.880075975154116,224.71759821802627
149,3,5.41886616112291,9.33892172352806,8.25357691836805,9.672666383552167,6.037837496363117,-102.94742915989208
150,1,7.441143300986824,8.146639395245685,10.352248229659141,9.105955928101196,4.472242924998927,-83.47726120296824
151,2,9.143811744353595,7.966129793470713,9.515870227758393,11.585777539793375,5.036597913434555,249.68795116214417
152,1,6.314409302357013,7.3601233272794016,9.963919740896488,10.248160532462833,6.243241061182283,-5.02242467010123
153,1,8.28071465878864,6.535699942597356,7.41060250997702,10.526371397098632,6.5957303254430375,137.073118138787
154,3,7.310917578810904,7.552229541712234,9.53484658187897,9.586099301202582,4.495996095915876,-50.137194059907195
155,3,6.154436884202808,8.875104576821146,9.87801125696566,9.837812435251296,6.954017656270502,-25.456370140310256
156,5,7.121347463259593,6.883455989162408,9.492830115857814,9.733172361208094,5.708328650344903,-20.799551793866936
157,3,7.589010571765166,7.984137818437538,8.544690343694276,9.970595760131394,4.395299712945265,-0.08430291301755864
158,5,6.92064369537119,5.967861827713396,7.7361235536531305,9.877597880941966,5.655224784791303,-25.31511680144828
159,2,6.220105575560433,7.589133678219434,9.544956513053965,8.624187510070403,3.8408420735740734,-215.01753795429076
160,5,5.937914647362629,8.090055110748718,10.241441210339628,10.186902277454202,5.3784029456967986,-49.99746088088892
161,3,6.0119076801237625,7.942499113174442,9.252739777009248,10.936882006824527,6.1684742322340735,40.71424985202931
162,2,5.770305803123752,9.008418520396448,9.755469253639676,9.3921432198983,6.994294659038938,-85.75195304696857
163,1,6.7055165746919245,8.15868210116913,8.352351762378909,10.546403831438218,4.518056185775052,5.017818411339981
164,4,5.6496955862976455,8.83164696931091,8.65544429725106,8.1791747325684,7.19014896684212,-197.4875639172843
165,5,7.826302480084825,8.10426172850283,9.756219625032179,10.29041591309051,4.816011571558725,53.506309869057205
166,3,6.257834673455838,9.274080617098491,9.531814360092435,10.35262852061351,6.349911786943145,13.508990417857357
167,4,6.951172114805366,7.608811672325138,8.957470185628905,9.573705585062864,7.258356695796392,-2.543781865812078
168,1,8.534660172600756,8.240072602467889,10.450847222880013,8.81693320967982,4.950308488152592,-34.34898073942417
169,5,6.406373571508946,9.381348110261476,8.394194764264249,11.802339163517162,5.374433097023628,128.58559503421867
170,4,9.141717623305464,7.651846174211142,7.45918431175995,9.86930469370071,5.034874016289128,93.9206515453397
171,1,5.182292638474617,7.6092872287309525,9.71581170246939,11.392484920144804,5.710955709250705,21.040894552716455
172,2,6.679787195303841,6.491007179290891,7.734528165491766,10.861181679641243,7.177705668023833,90.09978518900925
173,5,5.696589917729033,7.716366531943836,8.082144257488379,11.122993351343275,8.226332603458685,89.72092484793613
174,4,5.768940509080758,6.573440758782476,8.327245618094482,8.091146136699505,6.583143637967393,-225.62724807803409
175,5,7.836225323817039,7.663463621415435,9.115152138169039,10.21742674843881,6.4153526550586335,84.92142001584327
176,3,7.3419490746703255,7.437118199374009,8.479700985451624,11.287071945302902,4.0444117855718,92.49797990468373
177,4,6.93438261519622,7.968704349537843,9.498271064830664,10.825351687813294,7.798473381763043,124.47619538124141
178,1,8.001160757984035,9.783290480700751,8.976732262394604,9.11591922922523,6.748495709867244,14.742826780087942
179,1,7.322000665276214,8.860345075159884,9.550678631187804,10.97444599903811,7.2192537677703115,150.0097576590409
180,4,5.9366305039003056,8.661876644441389,8.193829747262233,8.11999596934341,6.282491438597628,-210.08911817332452
181,2,7.559644674725768,8.319782554640978,8.853264823495577,10.593766897947635,5.42822707873917,81.89566243107656
182,2,6.385127021893866,6.20863055813888,9.839891648540313,10.085312507266645,4.737247992424185,-58.8853301811962
183,2,7.082597849618504,9.462433114237035,7.9666542088017795,10.256337280627278,4.911335713330001,16.993346383070875
184,4,5.995151446005515,7.6952887479312695,9.727558206964344,9.984211945138485,6.035302576708883,-50.490280094317654
185,3,8.06108156055725,7.434272874697972,9.250004930029174,9.378115318158716,6.641740500530004,26.98726759158345
186,4,7.854220142681819,6.928683572157518,10.68070144410849,10.611408275601828,6.991900993729109,132.34280175465648
187,5,8.137529618889662,9.493362712229354,9.94169226882025,9.532949870204206,6.8844327676949435,61.800832697776826
188,2,7.289433016022914,8.49981723250204,8.722058095215242,8.763321467834183,7.372784446910236,-48.4801561861895
189,5,5.466789251413122,6.888373114368342,8.841825043961128,8.285533301630096,7.215356789214532,-207.70488973226944
190,3,7.3597266366127,9.542274009873177,9.14467160841636,10.845632748821503,4.939384435537142,86.9539723001254
191,3,8.191664759124604,8.08581686383645,10.17443213171887,8.757138664359182,5.819043621096224,-38.55663880696821
192,1,5.9649579478227635,7.790440940037917,8.956691484504802,10.027713249805961,7.319812050955404,-15.71953250888421
193,2,6.4618690289912575,7.7617436486393006,9.324070297301514,10.355097535892074,4.480865537638948,-29.1042795248463
194,3,8.19666114923252,6.548922752636301,8.227450573740548,9.540904973889415,7.880814366410217,76.04125436829588
195,5,8.130311092510098,8.9602534823591,7.879857501421702,11.318666731705104,7.581143243213587,236.5989764897937
196,3,6.407693071416105,7.18867737530066,8.312113648649644,10.768673370437423,5.6370696208564635,31.103835213755648
197,5,6.822245135733231,7.171356664848693,9.087307390238111,10.614685647831744,4.36000175069476,8.893179504283287
198,4,6.014116445374269,8.514831246635461,9.477340184019708,9.493323050480306,7.268569530323552,-58.502796253412036
199,5,8.137645559948101,9.858248315986048,9.711529888773757,11.303350664236163,5.674872756302764,192.45944698817542
200,3,7.272274397884563,7.5903254934853095,10.674097838878861,10.027101162986751,6.097330813027879,27.46224116681938
201,3,7.4037489720768255,7.689953157645146,10.0578332699553,11.75742809650167,7.526873118927905,226.69602139885058
202,3,5.808602298332109,7.56198852271078,9.363743852980164,9.948848308595794,6.057934025479463,-64.28268843545388
203,2,6.375761172776488,7.11972799746333,7.964602124481781,11.321561544345764,6.028915212705461,88.504188339198
204,3,6.756309390998403,8.313025868085223,6.661205475690332,10.704583232471823,5.424414203084381,45.562604499396194
205,5,6.867572035457442,6.500282003627548,7.489100847827018,10.01908151937247,6.408512883137431,5.910887709895791
206,2,7.578745103287418,7.516689549729993,8.220551276887015,11.233859317076991,6.285806165670563,157.82834764698143
207,1,7.56623135928214,5.622929527827692,10.001840090620567,10.032079956806964,5.166715291631606,11.6118236027437
208,5,7.893706457456075,7.217973213019557,9.45373848629605,8.16251840818472,5.07291348229914,-131.98170882191934
209,2,7.5845726052599405,8.658685856349834,10.355440698263843,10.695490787241852,5.274911875864133,90.10315771725266
210,1,6.0165422306432825,8.84977398077749,8.761618125556204,9.81852719198415,6.883941876471939,-37.04883173069146
211,2,5.559316398841357,7.966271629015692,8.188479199579925,9.196496681285641,6.664056832830118,-128.81383746972102
212,4,7.46671252178243,6.833467072857725,9.060726511378318,10.112667547283287,7.089224892307763,67.16812112211215
213,4,7.136538295028698,6.744140222155034,8.707393595238521,9.52374651892986,6.575932268172967,-17.83879562941956
214,5,7.317604248915713,8.710924091061939,9.62291787458337,10.986710748123983,7.117154675216961,147.66995431056537
215,1,7.361479125251012,8.184962003673279,9.082328935083467,9.463211422709167,4.523314394329278,-54.40065889028353
216,1,8.491330534995907,8.482108279514884,8.58732760664074,9.607669609894444,7.4187527375318005,96.90194223489358
217,4,7.144236358307355,9.288821581172115,9.715952118002118,8.504552964075708,6.187136211964499,-105.52483632056637
218,3,9.134895218673577,7.938723706053564,8.924951714967015,9.437348656843092,6.598271242744368,95.42204108035763
219,2,9.19326582852252,9.115117428676532,9.787351979158435,11.016967498689272,5.9068457434262145,229.02653366572358
220,1,7.3288307260374745,8.713139350887182,9.112002842911911,10.07125704220894,5.106979907760132,15.66540290264979
221,4,7.2342271434259295,8.408348510577943,6.874572064520647,8.650490599732027,4.062666549546794,-144.90137429432517
222,1,7.023102517052416,8.43874989043226,9.538801908263267,8.743441491126438,5.417060608910823,-114.84811698852782
223,1,7.246711579605675,8.246174845430808,9.067164921326976,10.574692139015337,5.758454589108981,69.96174013879094
224,1,7.773480019691781,7.571259542874112,9.221547476160202,8.156426357572196,6.053222851730544,-112.94724869438276
225,1,6.9087573965416,6.808857159583056,9.389148125792227,10.367339607012303,5.653906876103527,22.28321219518119
226,1,7.580150649510919,8.823878745475493,8.454784113795869,8.937417527017658,5.966326740045777,-49.787903983451486
227,3,9.140148385247766,9.829127896209794,6.720318907421346,9.71688237767036,6.147083674187946,118.78911949068947
228,4,6.77366239976548,8.056819027253637,8.668774075020425,10.528147063680214,3.9488028203866112,-7.365415349182002
229,5,8.750436893421455,7.232141735392065,8.331459194595466,10.492674015680512,5.9798016787610875,149.187824110044
230,4,8.552849605431398,10.107468136143893,9.982547039050745,9.604197295289012,5.0335012396934635,48.889474804162624
231,4,5.9664944589063325,6.730162162638315,9.402642858784832,10.523524057362472,6.561847076232268,4.7718858163937865
232,2,6.687346337166536,6.315104148170988,9.72365316035289,10.615054944862598,5.153790747974641,16.884480210804853
233,3,7.922828174530851,7.848955218133361,9.180329683864564,13.110333923892384,5.682336774668241,332.464844768913
234,3,6.438869126134828,6.915872813759445,9.280951849684154,9.015138927021006,6.217581665980554,-111.50883390622737
235,1,6.737004662682179,6.45458290938871,8.353144016365544,11.460517953321778,7.627650179280552,158.20744047310345
236,1,8.618984189176455,7.993677807567503,8.462238896156167,11.725931089068343,6.11977488262841,259.54658675294274
237,2,6.147780939711028,7.8779329472762925,8.941011369949985,9.250899112173883,5.563094533199255,-118.2868697219427
238,4,7.048304441645729,7.4509549377275395,9.728912166450742,9.092976547436752,7.131256723144798,-44.06931186641718
239,2,8.372208703570225,7.4122984867387585,9.82264160689555,8.780984722689938,6.799939034368224,-4.903731641851232
240,4,7.494608535906269,8.589652789245552,9.316477012750706,10.3767945837694,5.084930589814436,51.397581386589934
241,2,7.900531138661684,7.898642318195192,9.268425238200843,8.976757143257814,6.9288815400090105,-8.592789772784197
242,1,5.580814336533572,9.207933361415739,8.85882055720651,9.219672653228047,5.494215830125329,-148.60418281498877
243,3,8.163095695347868,7.993900953013028,8.261869262134503,10.390426061671825,6.648429590339599,126.89960292011044
244,5,7.004045462613358,9.179116748045155,9.149164595495588,11.130834881002286,6.848637219673864,138.12576581917392
245,5,6.65623117752148,7.815829359148356,8.844990400453195,10.914034547907104,5.845250503853175,66.71429798633315
246,1,5.672811148503522,7.210094800008946,9.927902141293757,10.148251878669011,7.943720618355115,-8.822619905544974
247,3,8.04200729939934,8.02733731240617,7.9871377625074444,9.077948129812741,6.505096801501947,-1.4409410783355476
248,4,8.409171077703556,8.628254897897534,9.784396229365731,10.345808261621178,5.40607263396004,108.8878573707036
249,1,6.125952696916505,9.101621567263939,7.76160853413978,10.880739226315654,4.653366171344221,10.16520998055629
250,4,6.491812153867262,6.578249985438649,9.308284925828518,9.924724781419402,6.121212447353043,-30.786256542740883
251,4,5.062614885600613,7.375684785592511,7.501304903829794,10.270507344529113,6.293892260155203,-73.19758007821568
252,3,8.460463963728559,6.644436951340822,10.540618300172838,10.779930954572883,6.322890347381865,163.74183080967384
253,4,8.642512335686877,7.981915569974181,10.194199063444685,11.69058701129773,5.99476747640751,254.6196738726111
254,3,6.507673053266602,9.610783030188038,8.120815313087165,10.481857074663685,5.9821533301594165,32.00926699117924
255,3,7.456870699668115,7.182909324014456,11.14648816934735,9.884220990845137,5.421246497723477,6.208710889484656
256,3,5.800912556814067,7.908089864039666,9.961751680301516,9.310954071028593,5.840545149740985,-125.68434852338717
257,2,6.959605781017071,8.452919330193657,8.111664709409109,8.367839702003444,8.817018765154423,-67.04111238593536
258,3,5.7007564553348455,7.854178520197384,9.477218168288712,9.790400505712638,6.384900962071261,-74.94218263294864
259,2,6.074967670750189,10.611812905062953,10.41808984947437,9.077376935416359,7.332267943603004,-79.99616300175833
260,1,6.780504766586905,9.113897246228564,8.152017029374816,10.423091343782536,6.317255543175207,48.291000271009274
261,4,5.621631881532801,8.43413635115172,9.711866994184124,9.991157088275441,4.593061337093965,-103.39728826671822
262,1,6.416113031786277,7.0085901625474625,7.694607167707018,9.254020754811283,6.783137527988411,-76.61916946083001
263,1,6.918451508060007,8.041286422776148,7.364906246637498,9.084757587878727,5.400706456863459,-92.38692861107067
